b30_t10,b30_t3,lp_t10,lp_t3,wLEX_t10,wLEX_t3,wSMA_t3,wSMA_t10,5o_t10,5o_t3
77,54,76,42,84,55,56,84,,
81,53,75,46,82,55,54,82,,
83,55,71,43,81,55,55,83,,
83,52,68,42,78,51,54,82,,
80,53,70,46,82,54,53,84,,
80,54,73,42,79,53,54,83,,
79,54,73,43,81,55,51,83,,
80,54,69,46,79,54,54,81,,
80,54,72,47,78,50,53,82,,
82,56,73,44,83,53,54,82,,
85,58,74,47,80,53,54,82,,
84,53,75,46,77,50,54,83,,
82,54,74,44,80,52,53,82,,
81,47,75,46,78,52,54,84,,
84,53,74,42,84,56,54,84,,
79,52,79,44,80,52,50,80,,
80,56,73,43,80,52,52,81,,
77,53,70,45,77,52,54,84,,
83,56,70,47,81,54,54,82,,
84,54,73,43,80,54,55,83,,
80,50,74,48,83,56,54,81,,
80,52,74,44,78,51,57,86,,
79,52,72,43,83,55,55,86,,
83,54,72,45,81,52,53,82,,
81,53,71,38,78,53,53,82,,
80,53,71,47,79,52,55,85,,
74,53,70,43,76,47,56,84,,
82,49,73,44,74,51,55,84,,
82,54,76,46,79,53,52,81,,
78,53,74,46,82,54,53,83,,
77,51,75,45,75,47,55,83,,
81,52,68,43,79,52,54,84,,
81,53,79,47,81,54,54,81,,
79,50,75,48,82,56,52,79,,
79,55,73,43,82,54,53,83,,
84,56,74,44,,,52,79,,
79,52,71,48,,,54,81,,
84,53,70,43,,,55,81,,
83,52,73,41,,,54,83,,
81,51,72,40,,,51,80,,
84,52,76,49,,,56,85,,
84,53,74,42,,,51,80,,
80,52,69,41,,,52,78,,
81,54,73,44,,,50,82,,
78,59,76,45,,,54,79,,
81,52,71,45,,,54,82,,
79,51,79,44,,,56,84,,
81,53,73,47,,,54,83,,
75,53,75,42,,,53,83,,
80,52,76,46,,,55,84,,
80,56,78,43,,,52,81,,
81,52,76,46,,,54,82,,
79,56,73,43,,,56,83,,
79,50,75,45,,,56,86,,
82,54,75,45,,,51,79,,
80,55,74,48,,,57,84,,
83,58,72,46,,,51,80,,
87,57,77,47,,,51,81,,
84,54,74,46,,,53,81,,
82,54,76,45,,,53,81,,
86,55,74,44,,,51,80,,
86,56,77,47,,,52,80,,
87,57,74,46,,,53,85,,
85,51,77,47,,,54,83,,
78,56,77,42,,,54,85,,
85,55,72,44,,,54,84,,
81,53,75,46,,,55,86,,
80,55,73,44,,,51,81,,
80,53,75,43,,,54,79,,
85,56,73,47,,,56,83,,
87,53,77,44,,,53,82,,
81,55,77,45,,,53,79,,
81,55,71,43,,,53,83,,
80,57,74,45,,,52,81,,
84,56,75,45,,,54,82,,
86,55,75,44,,,53,82,,
79,54,71,45,,,52,82,,
84,54,73,43,,,56,82,,
82,56,78,42,,,54,85,,
84,60,74,44,,,55,83,,
79,51,72,45,,,54,83,,
84,54,75,44,,,55,81,,
82,56,74,44,,,55,79,,
86,55,73,46,,,54,82,,
82,54,75,45,,,56,81,,
82,56,78,42,,,56,83,,
78,55,76,46,,,54,82,,
83,52,73,46,,,54,83,,
83,54,75,46,,,52,80,,
80,56,72,44,,,52,80,,
85,54,71,44,,,55,83,,
84,55,73,46,,,52,79,,
80,55,76,44,,,52,82,,
80,49,78,46,,,51,82,,
82,55,76,44,,,55,79,,
84,54,71,47,,,56,81,,
82,52,77,45,,,50,79,,
82,54,73,45,,,54,82,,
80,54,74,46,,,52,80,,
84,55,76,43,,,54,82,,
82,54,75,45,,,53,82,,
81,50,77,45,,,53,82,,
83,53,79,46,,,53,82,,
83,55,75,43,,,55,83,,
83,53,75,46,,,52,80,,
80,55,75,48,,,50,80,,
84,54,76,45,,,52,81,,
81,53,73,45,,,53,82,,
82,58,74,47,,,55,84,,
83,56,75,46,,,54,81,,
82,53,76,45,,,52,79,,
85,51,76,45,,,54,82,,
82,49,75,47,,,52,80,,
77,53,73,45,,,53,83,,
86,55,76,43,,,57,82,,
82,52,74,47,,,54,83,,
84,56,74,44,,,52,82,,
82,54,74,45,,,50,78,,
83,58,77,45,,,50,81,,
81,51,77,44,,,54,84,,
83,54,73,47,,,53,83,,
86,57,78,42,,,54,80,,
83,54,72,43,,,54,83,,
79,54,77,42,,,50,77,,
86,54,77,47,,,48,81,,
78,53,76,45,,,52,81,,
89,54,70,47,,,51,79,,
88,55,73,45,,,51,81,,
85,56,72,45,,,53,82,,
83,56,73,43,,,53,78,,
87,55,71,43,,,53,82,,
83,55,73,43,,,48,78,,
81,53,75,45,,,55,80,,
81,51,75,46,,,55,83,,
81,53,77,44,,,53,81,,
85,55,73,43,,,52,77,,
85,55,74,45,,,51,81,,
81,54,76,47,,,50,79,,
82,56,76,45,,,54,80,,
84,55,73,48,,,52,82,,
79,56,73,45,,,54,84,,
80,54,73,45,,,55,85,,
85,57,71,45,,,52,80,,
82,55,72,43,,,53,84,,
81,55,79,46,,,54,81,,
82,55,74,43,,,51,79,,
81,51,72,42,,,54,81,,
81,54,77,45,,,55,81,,
85,56,72,43,,,52,78,,
83,54,74,46,,,52,81,,
80,51,75,45,,,54,83,,
84,55,77,43,,,,,,
82,55,71,46,,,,,,
81,48,72,41,,,,,,
81,53,75,46,,,,,,
81,53,75,45,,,,,,
87,56,75,44,,,,,,
79,51,74,44,,,,,,
80,56,74,44,,,,,,
81,53,71,42,,,,,,
82,56,72,48,,,,,,
81,54,77,43,,,,,,
83,54,78,44,,,,,,
83,53,76,46,,,,,,
85,57,73,46,,,,,,
79,52,73,42,,,,,,
79,52,72,42,,,,,,
75,50,71,42,,,,,,
76,53,76,43,,,,,,
76,51,75,46,,,,,,
83,54,73,44,,,,,,
80,54,77,44,,,,,,
82,52,72,44,,,,,,
83,52,74,47,,,,,,
80,57,74,45,,,,,,
76,50,77,44,,,,,,
84,57,75,45,,,,,,
78,53,71,45,,,,,,
79,51,73,44,,,,,,
82,50,76,46,,,,,,
80,52,73,44,,,,,,
88,55,77,43,,,,,,
82,52,70,42,,,,,,
86,53,73,44,,,,,,
83,54,72,47,,,,,,
81,56,73,41,,,,,,
85,54,74,47,,,,,,
84,58,74,47,,,,,,
81,51,77,44,,,,,,
83,53,73,44,,,,,,
89,57,74,42,,,,,,
77,50,69,42,,,,,,
82,53,73,45,,,,,,
87,53,74,43,,,,,,
82,51,75,45,,,,,,
79,53,73,45,,,,,,
85,52,75,41,,,,,,
82,57,70,48,,,,,,
81,55,75,46,,,,,,
78,53,73,45,,,,,,
84,55,71,43,,,,,,
84,52,73,42,,,,,,
77,51,73,47,,,,,,
78,50,76,46,,,,,,
81,53,75,43,,,,,,
84,55,77,44,,,,,,
82,54,74,42,,,,,,
81,51,76,46,,,,,,
83,56,66,41,,,,,,
79,53,71,42,,,,,,
83,54,77,45,,,,,,
81,51,74,46,,,,,,
75,51,74,41,,,,,,
84,52,76,44,,,,,,
80,58,74,45,,,,,,
80,53,72,45,,,,,,
83,54,73,46,,,,,,
84,54,75,44,,,,,,
78,51,74,42,,,,,,
82,55,74,43,,,,,,
86,53,73,41,,,,,,
81,51,72,45,,,,,,
78,53,72,47,,,,,,
81,52,74,44,,,,,,
76,52,70,46,,,,,,
86,58,75,41,,,,,,
82,54,74,45,,,,,,
82,52,76,45,,,,,,
83,55,73,45,,,,,,
82,56,78,43,,,,,,
86,49,75,46,,,,,,
83,53,72,40,,,,,,
82,56,73,42,,,,,,
84,54,73,43,,,,,,
83,52,73,47,,,,,,
82,57,72,46,,,,,,
83,57,70,45,,,,,,
81,56,72,44,,,,,,
84,54,71,44,,,,,,
79,52,72,44,,,,,,
80,57,74,45,,,,,,
85,52,71,45,,,,,,
79,55,74,46,,,,,,
82,54,72,47,,,,,,
80,53,72,43,,,,,,
82,55,76,45,,,,,,
81,52,73,44,,,,,,
80,52,75,44,,,,,,
81,52,74,42,,,,,,
81,51,71,42,,,,,,
83,54,73,40,,,,,,
82,52,72,46,,,,,,
84,50,74,43,,,,,,
83,54,74,46,,,,,,
88,54,73,42,,,,,,
86,56,72,44,,,,,,
86,53,73,41,,,,,,
80,51,71,42,,,,,,
82,50,73,41,,,,,,
79,50,74,44,,,,,,
82,55,81,46,,,,,,
82,54,73,46,,,,,,
78,54,69,44,,,,,,
79,54,74,41,,,,,,
82,55,72,42,,,,,,
83,57,71,46,,,,,,
79,51,75,43,,,,,,
80,52,74,42,,,,,,
79,53,75,45,,,,,,
82,55,72,43,,,,,,
77,54,72,42,,,,,,
80,49,74,45,,,,,,
83,55,73,42,,,,,,
82,49,72,44,,,,,,
82,56,76,44,,,,,,
83,56,73,42,,,,,,
81,57,74,47,,,,,,
82,54,70,44,,,,,,
83,56,72,46,,,,,,
83,54,73,48,,,,,,
82,56,76,44,,,,,,
81,51,74,47,,,,,,
82,53,70,42,,,,,,
85,56,75,43,,,,,,
79,54,70,41,,,,,,
85,57,75,46,,,,,,
80,52,73,42,,,,,,
85,52,74,44,,,,,,
82,57,75,44,,,,,,
85,54,77,43,,,,,,
84,54,71,45,,,,,,
78,53,72,43,,,,,,
82,56,72,44,,,,,,
80,53,74,45,,,,,,
78,52,70,45,,,,,,
84,60,78,44,,,,,,
84,53,77,44,,,,,,
79,54,69,43,,,,,,
75,47,70,41,,,,,,
78,54,74,46,,,,,,
79,50,78,44,,,,,,
80,57,76,43,,,,,,
81,54,71,44,,,,,,
81,56,67,41,,,,,,
84,54,70,42,,,,,,
80,50,73,41,,,,,,
85,55,74,42,,,,,,
79,52,72,45,,,,,,
80,56,73,44,,,,,,
84,58,69,44,,,,,,
79,52,73,43,,,,,,
82,54,74,40,,,,,,
81,52,74,44,,,,,,
76,56,68,44,,,,,,
80,51,74,43,,,,,,
81,53,68,39,,,,,,
77,49,70,42,,,,,,
84,54,72,45,,,,,,
83,52,73,43,,,,,,
86,54,70,42,,,,,,
75,51,76,43,,,,,,
82,53,72,47,,,,,,
82,55,73,47,,,,,,
79,52,72,44,,,,,,
80,56,71,45,,,,,,
83,51,75,44,,,,,,
87,57,67,45,,,,,,
82,53,76,44,,,,,,
81,52,69,43,,,,,,
82,50,72,44,,,,,,
84,54,75,45,,,,,,
83,49,73,43,,,,,,
82,53,72,44,,,,,,
86,53,73,44,,,,,,
81,51,70,42,,,,,,
87,57,77,43,,,,,,
83,47,79,45,,,,,,
85,55,73,45,,,,,,
81,52,72,45,,,,,,
79,51,75,45,,,,,,
84,51,72,40,,,,,,
80,55,71,47,,,,,,
79,51,76,46,,,,,,
87,51,76,43,,,,,,
80,52,74,44,,,,,,
87,56,72,48,,,,,,
75,49,68,43,,,,,,
78,49,75,48,,,,,,
81,48,71,42,,,,,,
82,50,73,43,,,,,,
79,52,75,46,,,,,,
78,52,69,42,,,,,,
84,52,75,45,,,,,,
78,48,72,42,,,,,,
78,53,77,43,,,,,,
80,52,77,42,,,,,,
77,51,74,44,,,,,,
86,57,72,43,,,,,,
80,52,72,45,,,,,,
81,55,76,43,,,,,,
83,52,75,47,,,,,,
77,48,76,47,,,,,,
88,56,72,45,,,,,,
87,53,75,43,,,,,,
80,53,71,43,,,,,,
82,52,73,44,,,,,,
84,54,71,50,,,,,,
83,53,72,42,,,,,,
78,54,69,42,,,,,,
79,49,69,43,,,,,,
78,53,76,44,,,,,,
78,57,71,41,,,,,,
82,53,75,43,,,,,,
78,50,73,44,,,,,,
77,50,72,42,,,,,,
82,51,71,42,,,,,,
83,55,73,46,,,,,,
84,53,77,44,,,,,,
74,49,71,47,,,,,,
81,50,73,45,,,,,,
79,55,73,41,,,,,,
85,54,74,48,,,,,,
84,50,75,48,,,,,,
85,53,74,45,,,,,,
76,51,72,41,,,,,,
82,52,72,39,,,,,,
82,59,77,46,,,,,,
82,52,75,45,,,,,,
79,53,70,43,,,,,,
82,52,69,42,,,,,,
80,53,74,41,,,,,,
82,51,72,47,,,,,,
80,59,73,46,,,,,,
85,54,77,42,,,,,,
78,50,72,44,,,,,,
81,54,74,44,,,,,,
84,58,72,45,,,,,,
84,53,71,46,,,,,,
79,53,72,46,,,,,,
85,53,77,45,,,,,,
83,54,71,45,,,,,,
86,54,72,44,,,,,,
83,53,71,44,,,,,,
82,55,77,47,,,,,,
81,52,74,46,,,,,,
84,47,73,42,,,,,,
82,53,67,44,,,,,,
83,54,77,44,,,,,,
79,54,70,40,,,,,,
82,56,71,45,,,,,,
78,52,73,44,,,,,,
85,53,72,44,,,,,,
83,55,74,47,,,,,,
83,55,76,44,,,,,,
85,57,74,45,,,,,,
82,52,78,46,,,,,,
88,52,76,46,,,,,,
82,57,76,45,,,,,,
81,52,72,44,,,,,,
84,53,73,44,,,,,,
86,55,72,45,,,,,,
79,51,74,46,,,,,,
81,52,79,45,,,,,,
83,57,78,44,,,,,,
78,53,77,47,,,,,,
82,49,74,45,,,,,,
79,53,73,44,,,,,,
82,54,74,44,,,,,,
83,56,72,45,,,,,,
85,57,79,45,,,,,,
82,55,73,45,,,,,,
87,53,73,45,,,,,,
81,56,74,43,,,,,,
83,52,76,47,,,,,,
82,55,71,44,,,,,,
80,52,75,44,,,,,,
79,52,75,46,,,,,,
88,53,73,43,,,,,,
84,53,75,46,,,,,,
85,54,70,47,,,,,,
82,53,72,45,,,,,,
81,54,76,46,,,,,,
82,55,74,45,,,,,,
83,53,74,42,,,,,,
81,53,77,44,,,,,,
81,51,75,48,,,,,,
84,59,75,44,,,,,,
80,52,73,46,,,,,,
81,53,75,45,,,,,,
85,51,74,44,,,,,,
80,54,69,46,,,,,,
84,52,74,47,,,,,,
79,51,74,43,,,,,,
80,55,75,42,,,,,,
80,56,78,48,,,,,,
86,57,72,45,,,,,,
80,56,76,41,,,,,,
81,52,73,48,,,,,,
86,56,77,45,,,,,,
85,57,74,45,,,,,,
88,55,75,47,,,,,,
85,55,76,43,,,,,,
83,50,76,46,,,,,,
84,56,77,46,,,,,,
83,58,75,44,,,,,,
86,54,73,43,,,,,,
86,53,72,46,,,,,,
80,53,70,45,,,,,,
88,57,73,44,,,,,,
90,58,77,46,,,,,,
80,51,73,44,,,,,,
81,57,73,44,,,,,,
86,52,74,46,,,,,,
86,51,76,46,,,,,,
84,56,71,45,,,,,,
84,54,72,47,,,,,,
80,57,76,44,,,,,,
81,54,73,44,,,,,,
81,55,73,45,,,,,,
83,58,72,43,,,,,,
82,56,73,45,,,,,,
79,54,72,47,,,,,,
83,54,75,45,,,,,,
81,54,72,45,,,,,,
80,53,72,46,,,,,,
84,50,75,45,,,,,,
85,52,74,45,,,,,,
83,56,76,43,,,,,,
79,54,73,47,,,,,,
78,55,75,44,,,,,,
81,50,76,45,,,,,,
81,57,73,45,,,,,,
82,54,74,44,,,,,,
86,50,75,45,,,,,,
82,54,73,45,,,,,,
84,53,78,47,,,,,,
79,56,75,45,,,,,,
82,55,74,45,,,,,,
82,55,76,44,,,,,,
83,53,75,45,,,,,,
79,53,74,45,,,,,,
81,54,74,44,,,,,,
79,52,73,44,,,,,,
83,55,74,47,,,,,,
76,53,75,46,,,,,,
81,54,76,46,,,,,,
84,55,77,45,,,,,,
79,57,74,45,,,,,,
80,54,78,46,,,,,,
80,51,72,46,,,,,,
80,51,76,45,,,,,,
82,55,74,43,,,,,,
86,57,73,45,,,,,,
83,54,73,45,,,,,,
85,57,75,46,,,,,,
81,55,76,43,,,,,,
85,58,70,41,,,,,,
79,50,75,45,,,,,,
82,53,75,47,,,,,,
82,58,75,46,,,,,,
82,52,75,47,,,,,,
85,53,72,44,,,,,,
84,57,71,45,,,,,,
85,53,73,46,,,,,,
83,54,73,43,,,,,,
85,58,71,45,,,,,,
80,52,73,45,,,,,,
80,52,76,47,,,,,,
85,55,71,41,,,,,,
77,52,72,45,,,,,,
81,56,77,46,,,,,,
81,53,76,44,,,,,,
81,51,77,46,,,,,,
84,54,75,43,,,,,,
79,55,77,48,,,,,,
87,56,72,43,,,,,,
84,54,76,45,,,,,,
82,55,74,45,,,,,,
80,53,76,44,,,,,,
82,52,73,44,,,,,,
85,53,71,45,,,,,,
80,59,72,45,,,,,,
85,52,77,46,,,,,,
82,54,76,44,,,,,,
84,55,70,45,,,,,,
80,56,74,46,,,,,,
77,52,74,44,,,,,,
77,52,74,46,,,,,,
81,54,74,46,,,,,,
82,53,76,49,,,,,,
83,53,71,42,,,,,,
85,52,74,42,,,,,,
80,56,72,44,,,,,,
83,53,71,44,,,,,,
80,53,75,43,,,,,,
89,56,72,47,,,,,,
79,50,73,45,,,,,,
81,54,72,44,,,,,,
78,56,77,46,,,,,,
84,54,75,43,,,,,,
78,52,75,44,,,,,,
83,52,73,44,,,,,,
82,59,72,44,,,,,,
83,56,72,43,,,,,,
84,58,75,43,,,,,,
78,54,78,44,,,,,,
80,55,77,45,,,,,,
81,53,74,44,,,,,,
83,51,75,44,,,,,,
85,53,71,46,,,,,,
82,55,71,43,,,,,,
80,58,75,43,,,,,,
80,50,67,43,,,,,,
84,54,75,45,,,,,,
85,55,73,44,,,,,,
80,55,74,45,,,,,,
80,53,74,45,,,,,,
81,55,72,44,,,,,,
82,54,71,45,,,,,,
84,53,72,45,,,,,,
86,58,74,45,,,,,,
85,54,71,44,,,,,,
81,55,73,46,,,,,,
80,55,76,45,,,,,,
84,57,79,45,,,,,,
86,57,72,42,,,,,,
78,54,76,44,,,,,,
82,54,71,41,,,,,,
80,51,73,47,,,,,,
83,57,73,43,,,,,,
80,54,75,45,,,,,,
75,52,71,43,,,,,,
87,52,72,43,,,,,,
77,52,69,43,,,,,,
77,52,74,43,,,,,,
79,55,76,42,,,,,,
82,50,73,42,,,,,,
84,49,74,47,,,,,,
84,56,75,43,,,,,,
85,53,75,46,,,,,,
78,55,74,46,,,,,,
86,56,73,46,,,,,,
82,51,73,42,,,,,,
81,54,72,44,,,,,,
83,53,73,43,,,,,,
82,55,77,44,,,,,,
84,54,74,46,,,,,,
81,55,72,46,,,,,,
81,52,71,44,,,,,,
78,53,76,42,,,,,,
79,50,73,43,,,,,,
79,53,75,43,,,,,,
76,53,73,44,,,,,,
83,53,72,46,,,,,,
82,54,74,42,,,,,,
80,52,76,43,,,,,,
81,52,75,45,,,,,,
83,54,71,44,,,,,,
79,52,76,45,,,,,,
83,50,71,44,,,,,,
84,55,74,44,,,,,,
78,53,70,43,,,,,,
83,54,74,41,,,,,,
80,53,71,44,,,,,,
88,57,70,44,,,,,,
83,58,77,46,,,,,,
83,51,71,46,,,,,,
78,52,71,46,,,,,,
79,47,70,45,,,,,,
80,52,76,45,,,,,,
86,57,73,46,,,,,,
81,50,79,45,,,,,,
83,53,75,46,,,,,,
86,55,76,42,,,,,,
82,56,74,46,,,,,,
83,57,72,46,,,,,,
81,52,70,43,,,,,,
86,52,73,45,,,,,,
83,55,73,47,,,,,,
79,52,72,47,,,,,,
81,53,76,47,,,,,,
80,56,72,46,,,,,,
81,52,74,44,,,,,,
85,54,72,41,,,,,,
79,53,76,43,,,,,,
83,57,70,43,,,,,,
84,54,68,43,,,,,,
77,52,71,44,,,,,,
81,53,75,46,,,,,,
80,53,71,42,,,,,,
86,53,72,45,,,,,,
81,56,73,45,,,,,,
83,52,76,47,,,,,,
85,57,72,44,,,,,,
80,51,72,47,,,,,,
78,55,73,44,,,,,,
78,49,76,44,,,,,,
78,53,73,44,,,,,,
76,52,73,42,,,,,,
86,58,69,43,,,,,,
79,50,71,44,,,,,,
82,53,70,42,,,,,,
81,54,73,46,,,,,,
79,56,79,44,,,,,,
80,52,69,43,,,,,,
82,54,74,46,,,,,,
79,52,72,45,,,,,,
78,50,75,43,,,,,,
84,52,72,41,,,,,,
82,56,71,43,,,,,,
84,56,73,45,,,,,,
82,53,74,47,,,,,,
78,53,79,45,,,,,,
83,55,75,43,,,,,,
81,53,72,44,,,,,,
82,52,72,43,,,,,,
78,53,72,43,,,,,,
81,48,72,44,,,,,,
83,52,72,43,,,,,,
83,53,77,43,,,,,,
80,50,77,48,,,,,,
77,52,75,45,,,,,,
85,54,69,42,,,,,,
79,48,72,42,,,,,,
78,55,73,41,,,,,,
79,51,71,47,,,,,,
79,55,76,47,,,,,,
81,50,76,47,,,,,,
86,55,72,44,,,,,,
84,57,74,43,,,,,,
86,55,72,40,,,,,,
81,52,73,48,,,,,,
86,57,74,47,,,,,,
78,54,78,47,,,,,,
80,50,73,45,,,,,,
80,54,71,43,,,,,,
86,57,70,44,,,,,,
82,54,72,43,,,,,,
74,52,73,47,,,,,,
83,53,70,46,,,,,,
84,53,72,47,,,,,,
85,54,71,44,,,,,,
84,52,79,46,,,,,,
81,55,74,44,,,,,,
85,51,76,44,,,,,,
80,54,71,43,,,,,,
83,53,76,42,,,,,,
78,51,72,43,,,,,,
83,55,75,45,,,,,,
81,57,75,46,,,,,,
86,57,72,39,,,,,,
79,53,74,45,,,,,,
80,54,77,44,,,,,,
81,52,75,44,,,,,,
86,54,72,43,,,,,,
82,53,70,42,,,,,,
79,51,75,43,,,,,,
85,57,74,44,,,,,,
84,58,71,45,,,,,,
79,54,73,43,,,,,,
85,55,70,45,,,,,,
78,53,72,42,,,,,,
78,52,74,43,,,,,,
81,54,76,40,,,,,,
76,51,77,43,,,,,,
84,55,72,47,,,,,,
84,51,73,45,,,,,,
85,58,73,43,,,,,,
84,55,73,45,,,,,,
79,56,73,42,,,,,,
72,50,72,46,,,,,,
76,55,73,41,,,,,,
85,52,70,41,,,,,,
76,54,71,43,,,,,,
82,52,74,42,,,,,,
81,51,74,48,,,,,,
82,56,72,43,,,,,,
87,54,77,47,,,,,,
81,54,75,48,,,,,,
75,53,71,41,,,,,,
80,50,72,44,,,,,,
82,48,68,42,,,,,,
79,53,73,45,,,,,,
77,52,69,43,,,,,,
83,49,76,43,,,,,,
80,53,73,44,,,,,,
82,51,76,45,,,,,,
83,52,72,42,,,,,,
83,52,73,44,,,,,,
85,51,71,43,,,,,,
81,51,74,41,,,,,,
80,50,71,45,,,,,,
78,51,74,47,,,,,,
78,53,72,41,,,,,,
76,52,72,45,,,,,,
79,52,73,43,,,,,,
78,50,73,45,,,,,,
80,48,71,42,,,,,,
80,51,71,44,,,,,,
81,51,71,43,,,,,,
83,58,71,44,,,,,,
80,53,72,40,,,,,,
81,55,72,43,,,,,,
82,56,73,47,,,,,,
83,57,73,46,,,,,,
82,51,75,43,,,,,,
79,49,70,43,,,,,,
77,51,67,41,,,,,,
83,54,71,42,,,,,,
80,55,68,43,,,,,,
82,56,,,,,,,,
